run_name,run_dir,n,reps,draws,nominal_coverage,signal_sd,scenario,n_inducing,pi_clip,estimand,kind,variant,target,method,reference_method,gp_mean_standardization,n_reps_complete,mean_predictive_mean_standardized_rmse,q95_predictive_mean_standardized_rmse,mean_predictive_cov_relative_frobenius,q95_predictive_cov_relative_frobenius,mean_standardized_mean_abs_diff,q95_standardized_mean_abs_diff,mean_sd_ratio,mean_abs_sd_ratio_error,q95_abs_sd_ratio_error,mean_ci_width_ratio,mean_abs_ci_width_ratio_error,q95_abs_ci_width_ratio_error,bias,absolute_bias,standardized_abs_bias,mean_abs_error,rmse,coverage,coverage_error,coverage_wilson_lower,coverage_wilson_upper,mean_ci_width,mean_posterior_sd,empirical_sd_posterior_mean,empirical_to_posterior_sd_ratio,abs_empirical_to_posterior_sd_ratio_error,pass_gp_mean,pass_gp_cov,pass_mean,pass_sd,pass_width,pass_coverage,pass_bias,passes_threshold
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,80,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.0891767322832981,0.23285017543641204,0.1310890485325469,0.4168633494010151,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,120,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.03935893475404436,0.10838267556318072,0.04047914857841004,0.13849365531783273,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,160,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.019439389260830785,0.06526007479631267,0.016610814122964272,0.059682629064712674,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,200,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.009893786648310381,0.03463106192133557,0.007626310417555205,0.029950630868650487,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,240,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.005245272848517726,0.020463894983272807,0.003951397541839646,0.015217603557250813,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,280,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.00292202379282112,0.01066707635580019,0.002122862631598663,0.008396794392506459,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,320,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.001724576184420591,0.007083678055740951,0.0012260372674810457,0.004928057562676547,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_homogeneous,80,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.07593338787411795,0.21778308460062046,0.1064258083738881,0.3593930749832545,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_homogeneous,120,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.033294382794507034,0.10212824848527444,0.033599501484581636,0.1317298988230661,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_homogeneous,160,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.016434594353543407,0.06287217188123011,0.013558288330260994,0.05593618760906404,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_homogeneous,200,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.00814990369102511,0.029129147084291106,0.006432099368274163,0.025561046199584034,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_homogeneous,240,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.004512718802529109,0.01668735429510484,0.0032320359370684648,0.01233410964389485,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_homogeneous,280,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.002501177056191188,0.010726037597288048,0.0017770995308169092,0.006818335841539265,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_homogeneous,320,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.0014031848478000919,0.006548208029380553,0.0010102089081511438,0.0037108544259459235,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_heterogeneous,80,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.08706525847898688,0.22532656599803957,0.10959381912097743,0.3223623596451234,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_heterogeneous,120,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.03957873474696862,0.11730941176601002,0.03412310769257675,0.11442126248672178,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_heterogeneous,160,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.018235919161945127,0.05888368453159296,0.013309366570686052,0.0494784181577261,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_heterogeneous,200,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.00935434531067564,0.031242917054135594,0.006228258890959437,0.02448910166809706,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_heterogeneous,240,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.005055429474695514,0.019624841455022305,0.003170798432565517,0.013140926920313082,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_heterogeneous,280,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.002862928332726498,0.011741378225839861,0.0017368804856507398,0.0076947618051381025,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_heterogeneous,320,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.001628706755720893,0.006806013960541448,0.0009575391087751253,0.004249374940260686,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_homogeneous,80,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.07631789912829995,0.23717838184864337,0.09545569873425591,0.36207661071131064,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,False
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_homogeneous,120,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.03425181963817898,0.12992181966299504,0.031645004029550935,0.1508710421146979,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_homogeneous,160,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.01713995480800158,0.077649545216804,0.013672421565893243,0.07179251174012871,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_homogeneous,200,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.00931906180941898,0.05067785018500897,0.006731221417531686,0.03364554746366452,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_homogeneous,240,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.005320170412218115,0.02427044566632433,0.0036097047063264782,0.01850754080957441,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_homogeneous,280,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.00310676121766616,0.01543517746609151,0.0020271797391324385,0.010099410494983684,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,weak_homogeneous,320,,counterfactual_process,gp_raw_eq,raw,exact_gp_counterfactual_posterior,svgp,exact_gp,exact_counterfactual_rms_posterior_sd,200,0.00190058288498984,0.00984593850144393,0.0012145763481807913,0.005771012378091981,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,80,0.02,population_ate_bb,raw_eq,raw,exact_gp_posterior,svgp,exact_gp,,200,,,,,0.03469641260366338,0.08871401911024546,1.0084912156443397,0.02086179165685611,0.05029291292050831,1.0110731926364993,0.027442420078584596,0.07084158298000526,,,,,,,,,,,,,,,,,True,True,True,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,120,0.02,population_ate_bb,raw_eq,raw,exact_gp_posterior,svgp,exact_gp,,200,,,,,0.027463458861676157,0.06671246383069337,1.0016015243142602,0.01843884131936308,0.04368503070225777,1.003503812802627,0.024764137444546593,0.062073645971671546,,,,,,,,,,,,,,,,,True,True,True,,,True
three_m_n250_map_j1e8_logistic_r200_20260805,<source-workspace>/outputs/module5_svgp/three_m_n250_map_j1e8_logistic_r200_20260805,250,200,2000,0.95,1.0,strong_heterogeneous,160,0.02,population_ate_bb,raw_eq,raw,exact_gp_posterior,svgp,exact_gp,,200,,,,,0.024697403464202593,0.06620571021454934,1.0005752226482734,0.01628769701337802,0.04097170386897425,1.0020215874518241,0.024702643365647904,0.060221105665562394,,,,,,,,,,,,,,,,,True,True,True,,,True
