scenario,rep,n_inducing,pi_model,lengthscale_mode,lengthscale_selection_source,initial_lengthscale,initial_treatment_lengthscale,selected_lengthscale,selected_treatment_lengthscale,mml_fit_seconds,mml_initial_log_marginal_likelihood,mml_log_marginal_likelihood,mml_success,mml_at_boundary,selection_initial_log_prior,selection_log_prior,selection_initial_log_posterior,selection_log_posterior,pi_diagnostic_clip,pi_estimate_mean,pi_estimate_min,pi_estimate_p05,pi_estimate_p95,pi_estimate_max,pi_estimate_true_rmse,pi_estimate_true_mean_abs_error,propensity_clip_fraction,observed_inverse_weight_max,observed_inverse_weight_p95,observed_inverse_weight_ess,observed_inverse_weight_ess_fraction,exact_fit_seconds,svgp_fit_seconds,speed_ratio_exact_over_svgp,elbo,exact_log_marginal_likelihood,elbo_gap,trace_gap,relative_trace_gap,exact_counterfactual_rms_posterior_sd,predictive_mean_rmse_vs_exact,predictive_mean_standardized_rmse_vs_exact,predictive_cov_relative_frobenius,sample_ate_mean_difference,sample_ate_exact_sd_analytic,sample_ate_svgp_sd_analytic,sample_ate_svgp_to_exact_sd_ratio
strong_heterogeneous,0,160,oracle,map,optimized,0.8,0.5,0.9555530492105168,0.9480052605102849,2.2609643330797553,-1556.2280315523044,-1550.8449116899626,1,0,-0.0,-0.881704459751558,-1556.2280315523044,-1551.7266161497141,0.02,0.49986563664162215,0.14397356242019482,0.24507899264542876,0.7067198482464463,0.7805882938121763,0.0,0.0,0.0,6.026203498200309,3.4061820999616303,901.7451313036706,0.9017451313036706,0.29254641698207706,0.14125225006137043,2.071092084232097,-1595.068096924465,-1550.8449116899626,44.22318523450235,64.48798389364583,0.06448798389364584,0.3436246557470369,0.1274203601292889,0.3708126235944222,0.6330967817843502,-0.01551105968817823,0.06581228904186254,0.06783916095161553,1.0307977725628679
strong_heterogeneous,1,160,oracle,map,optimized,0.8,0.5,1.735898931935705,0.9726673458253197,1.9304506669286638,-1467.2475133271587,-1441.000213913092,1,0,-0.0,-2.0858288784746106,-1467.2475133271587,-1443.0860427915666,0.02,0.5049668530067705,0.14806651827627904,0.24688833768206647,0.7088855954675173,0.7874599295139623,0.0,0.0,0.0,5.6536503616216045,3.115219099166771,916.5700117059278,0.9165700117059278,0.2951194579945877,0.16170383396092802,1.82506160036933,-1442.2197404580884,-1441.000213913092,1.21952654499637,1.5886308210093603,0.0015886308210093603,0.20858031650824443,0.007968034730014851,0.03820127835360679,0.02193569339031261,0.000984898025302282,0.06724570662524249,0.0672816665680275,1.000534754478608
strong_heterogeneous,2,160,oracle,map,optimized,0.8,0.5,1.9577898563287917,1.0117441154839457,2.9576053339987993,-1535.3987295545412,-1512.5972050883934,1,0,-0.0,-2.595456512042676,-1535.3987295545412,-1515.192661600436,0.02,0.5015343146651366,0.14391225298388483,0.2467593863786032,0.7126334511772395,0.7855878353108511,0.0,0.0,0.0,6.772153352935531,3.1731506379286976,902.5990210099893,0.9025990210099893,0.3451724170008674,0.1799532079603523,1.918123166089468,-1513.3361428987023,-1512.5972050883934,0.7389378103089257,0.7166000725471804,0.0007166000725471804,0.1894764891756582,0.004748830523983803,0.02506290117916054,0.011229223285509732,0.0002943179173959275,0.06628601042980396,0.06629431363259025,1.0001252632755004
strong_heterogeneous,3,160,oracle,map,optimized,0.8,0.5,1.8056440242550138,0.8140480746993998,2.3814897499978542,-1491.8708858508069,-1470.1654341938638,1,0,-0.0,-1.8005298321681575,-1491.8708858508069,-1471.965964026032,0.02,0.49750783333511656,0.13688337630353867,0.22383787279770076,0.7116408767570362,0.782442740142426,0.0,0.0,0.0,5.936189176036166,3.2480179624191936,900.3971745535194,0.9003971745535194,0.3957897499203682,0.212849291972816,1.8594835164916423,-1471.1213284799837,-1470.1654341938638,0.9558942861199284,1.279529669556041,0.001279529669556041,0.20468212784997114,0.005649132991028456,0.027599542033143135,0.01851096099239399,-0.0003857026287435616,0.06701599981864571,0.06708018979823875,1.0009578306638225
strong_heterogeneous,4,160,oracle,map,optimized,0.8,0.5,1.3999955530960324,1.179930098755912,2.9688827499048784,-1472.0270924415156,-1453.4495107038065,1,0,-0.0,-2.100728640301557,-1472.0270924415156,-1455.5502393441081,0.02,0.49942238479267,0.14044752018746884,0.24450365774471175,0.7121748463979929,0.7875830925369869,0.0,0.0,0.0,5.919160352647134,3.26970802728007,905.7737835839839,0.9057737835839839,0.4106114999158308,0.4735205000033602,0.8671461951761688,-1457.693079586113,-1453.4495107038065,4.24356888230659,6.7463170730826505,0.00674631707308265,0.2423872682598851,0.020653825845219513,0.0852100277110046,0.09347216551920194,0.00026940081618293703,0.06630608520797615,0.06638510492642546,1.0011917415754747
strong_heterogeneous,5,160,oracle,map,optimized,0.8,0.5,1.2125744873064057,1.166137342482334,2.842836542055011,-1492.4660667063843,-1474.6911486999834,1,0,-0.0,-1.7802175564920009,-1492.4660667063843,-1476.4713662564754,0.02,0.49733217117147965,0.14433657275785883,0.23564590063527838,0.7042664108568994,0.7809587285979601,0.0,0.0,0.0,6.776827802980111,3.383847261897829,894.9328378574562,0.8949328378574563,0.35235262499190867,0.19449174997862428,1.8116584638198492,-1485.873055091946,-1474.6911486999834,11.181906391962684,16.408446483378157,0.016408446483378157,0.27185585717008504,0.05054170250617941,0.18591360521821787,0.22020970896297515,-0.0019333685840692114,0.0664762067928685,0.06676502406848818,1.0043446714178443
strong_heterogeneous,6,160,oracle,map,optimized,0.8,0.5,1.3169974435111398,1.1726828531930964,4.956609708024189,-1482.0669898312804,-1463.088069844593,1,0,-0.0,-1.950313058345246,-1482.0669898312804,-1465.0383829029383,0.02,0.5049129200800978,0.15812453294388432,0.23378717267356158,0.7161432081155134,0.784620082581157,0.0,0.0,0.0,5.722314317170132,3.2978099258979623,901.28993562312,0.90128993562312,0.6375117090065032,0.2201132079353556,2.8962901181001923,-1470.2277381173517,-1463.088069844593,7.139668272758627,9.782696187274269,0.00978269618727427,0.2541914814459011,0.03314972217804632,0.13041240402504004,0.13471939570781646,0.0010309993823795958,0.0649449975508984,0.06509517588724849,1.0023123926709272
strong_heterogeneous,7,160,oracle,map,optimized,0.8,0.5,1.2410510603011013,0.7871651199392498,2.863254208001308,-1524.533433854613,-1513.5071811807254,1,0,-0.0,-0.7975447101518686,-1524.533433854613,-1514.3047258908773,0.02,0.5056316279594482,0.12193242925591917,0.2326502296316125,0.7124433556990916,0.7721268223479153,0.0,0.0,0.0,6.0714754012268894,3.3339968224132606,898.7220147397733,0.8987220147397733,0.39229670900385827,0.19353504094760865,2.027006102269903,-1522.3624705850063,-1513.5071811807254,8.855289404280938,15.40130613018107,0.015401306130181069,0.27777123875901427,0.034060353595663825,0.12262015948027483,0.17735805213987016,0.0014103678307157742,0.06672979484313708,0.06739693609952228,1.0099976518428306
strong_heterogeneous,8,160,oracle,map,optimized,0.8,0.5,1.1535318720907566,0.8736098877850654,3.674590792041272,-1540.8069087062886,-1530.7690562917915,1,0,-0.0,-0.8906566233755406,-1540.8069087062886,-1531.659712915167,0.02,0.49692775188154714,0.12978996687038202,0.24530381509278154,0.7063343266092466,0.7732087529634334,0.0,0.0,0.0,5.888058262181747,3.2748903380372396,902.478592968503,0.902478592968503,0.4434739159187302,0.22634995798580348,1.9592401070670602,-1547.36768936655,-1530.7690562917915,16.59863307475848,22.965827446616913,0.022965827446616915,0.2940005683456828,0.06402279396560395,0.21776418435465955,0.24986639966316737,-4.237155107301386e-07,0.06642731719792902,0.06727831700522931,1.0128109916702586
strong_heterogeneous,9,160,oracle,map,optimized,0.8,0.5,1.3938188766762465,1.1401266403017007,3.6181339590111747,-1497.8027141434136,-1477.6270474754438,1,0,-0.0,-1.975370475302519,-1497.8027141434136,-1479.6024179507463,0.02,0.5051984894847072,0.1397892068107024,0.2336890473567806,0.7121644354881078,0.7771847414386474,0.0,0.0,0.0,6.680588671675623,3.449758316025318,891.5104848328801,0.8915104848328801,0.4254246249329299,0.21299345791339874,1.9973600555651985,-1482.275164826241,-1477.6270474754438,4.648117350797293,7.035835332120087,0.0070358353321200865,0.24242629753893535,0.02334228763624727,0.09628612024856065,0.09869447900781267,-0.0012126296277207797,0.06477981141905614,0.06486608771911899,1.0013318393211232
strong_heterogeneous,10,160,oracle,map,optimized,0.8,0.5,1.1451604139391067,1.3215515096975627,4.8043204579735175,-1540.4261134724215,-1525.2481223773307,1,0,-0.0,-2.1467022134833664,-1540.4261134724215,-1527.394824590814,0.02,0.4975067432764196,0.1485644653827674,0.23636742204760858,0.705239111872685,0.7843429632587954,0.0,0.0,0.0,5.466200684009937,3.325277143423151,903.9176012111611,0.9039176012111612,0.660615999950096,0.21175575000233948,3.1197074929148205,-1544.681198630665,-1525.2481223773307,19.43307625333432,23.672526190942904,0.023672526190942903,0.28481486668382744,0.07869923244650766,0.27631715072609453,0.3110232878228551,-0.0006515339801858333,0.0663041197006182,0.06643168410882981,1.0019239288416406
strong_heterogeneous,11,160,oracle,map,optimized,0.8,0.5,1.3051742565131899,1.0623696228851394,2.193561499938369,-1537.6593288659724,-1525.4380940983688,1,0,-0.0,-1.6151554547759905,-1537.6593288659724,-1527.0532495531447,0.02,0.5013750296186901,0.1286986669918005,0.2347133410916408,0.7166053425428588,0.7757953112896911,0.0,0.0,0.0,6.905502222449557,3.4230586233778784,892.4664418148977,0.8924664418148978,0.29696758300997317,0.17180754197761416,1.7284897949862228,-1534.178387062032,-1525.4380940983688,8.74029296366325,10.546969969940392,0.010546969969940392,0.2589062809518869,0.04029628256433106,0.15564042099009331,0.1341052679757314,-0.0035208404258281357,0.06548756078220574,0.06563384239582055,1.0022337312898446
strong_heterogeneous,12,160,oracle,map,optimized,0.8,0.5,0.9892517668576438,1.1550272783821187,2.2113555000396445,-1500.7772056173048,-1491.6311537314355,1,0,-0.0,-1.4922200510259849,-1500.7772056173048,-1493.1233737824614,0.02,0.5044050323889897,0.13034197689657154,0.2672915759591773,0.7042949755826202,0.7737721557932365,0.0,0.0,0.0,7.672125464181935,3.2337413504161368,910.7364659567365,0.9107364659567365,0.29694637504871935,0.1541744580026716,1.9260413099267957,-1522.586366965596,-1491.6311537314355,30.95521323416051,51.67507479338451,0.05167507479338451,0.3247903696737833,0.09984976390467604,0.3074283391005845,0.5534761730226154,-0.0017149950428860257,0.06596550107916661,0.06666392218239099,1.010587672219547
strong_heterogeneous,13,160,oracle,map,optimized,0.8,0.5,1.8932382499582694,0.7930565245655958,1.812497999984771,-1511.083628897522,-1486.089776488038,1,0,-0.0,-1.9097014112526782,-1511.083628897522,-1487.9994778992907,0.02,0.5090745504843855,0.13362764067600857,0.25164070351812584,0.726388122996576,0.7834942076066242,0.0,0.0,0.0,5.373186496962003,3.291730027514991,903.9894460302862,0.9039894460302862,0.30412529094610363,0.16567675000987947,1.8356546161604952,-1486.9428453312207,-1486.089776488038,0.8530688431826547,0.9655518015275675,0.0009655518015275674,0.19702411101173564,0.005203680258291758,0.026411388086312968,0.015086152450677593,-0.0003750620202279657,0.06600427318699682,0.06603871213948918,1.0005217685284524
strong_heterogeneous,14,160,oracle,map,optimized,0.8,0.5,1.6235023201915488,1.186852642939168,2.026127458899282,-1507.7912197473427,-1478.1074125745677,1,0,-0.0,-2.4963165299853536,-1507.7912197473427,-1480.603729104553,0.02,0.5016097035287319,0.12354255592996273,0.24185306886627034,0.7126124239208932,0.7706596055331,0.0,0.0,0.0,6.863603653412983,3.1851398803932405,908.8502728614732,0.9088502728614731,0.3340518339537084,0.14324070804286748,2.332101247738437,-1479.7466359997488,-1478.1074125745677,1.6392234251811715,2.591475550936366,0.0025914755509363657,0.2149359578538833,0.010440159841640428,0.04857335155031531,0.04091248236400264,-0.0003062758106687505,0.06618165836630126,0.06619882205008397,1.0002593420020955
strong_heterogeneous,15,160,oracle,map,optimized,0.8,0.5,1.2502607131172954,1.0003002778995387,2.3247357909567654,-1475.5443464706366,-1457.656084100755,1,0,-0.0,-1.3604553636535637,-1475.5443464706366,-1459.0165394644084,0.02,0.50462298104525,0.14174739562520647,0.2405740645517479,0.7237532443490665,0.7729625994171523,0.0,0.0,0.0,6.424431713174378,3.211595454425113,905.3629741732927,0.9053629741732927,0.29879395791795105,0.1522172080585733,1.9629446744482062,-1466.265499654321,-1457.656084100755,8.609415553566123,13.97006611939787,0.01397006611939787,0.27253008353336466,0.040335338146034655,0.14800325022135244,0.17017894296942002,-0.00418507072195627,0.06774365566715806,0.06785081904494918,1.0015818954075586
strong_heterogeneous,16,160,oracle,map,optimized,0.8,0.5,1.0825545041183893,1.1672819950698377,2.059515167027712,-1512.4401989982657,-1500.8746720437641,1,0,-0.0,-1.6205876257184149,-1512.4401989982657,-1502.4952596694825,0.02,0.5034850709043388,0.13651841209079502,0.2358643303920212,0.7220364772565012,0.7770163377391623,0.0,0.0,0.0,5.386737659715694,3.4362142764502956,901.4528125766393,0.9014528125766393,0.3099152920767665,0.13662833301350474,2.2683091072049715,-1523.5055664094145,-1500.8746720437641,22.63089436565042,33.58615378359593,0.03358615378359593,0.30031367548876525,0.07923371993857693,0.2638365362803502,0.4108987014749458,-0.0015258555662946945,0.06543314386300801,0.06597615773572495,1.0082987587124626
strong_heterogeneous,17,160,oracle,map,optimized,0.8,0.5,1.1383993596213762,1.0573112901151207,2.099618333973922,-1500.4845977511552,-1485.6748626235326,1,0,-0.0,-1.370520336820976,-1500.4845977511552,-1487.0453829603537,0.02,0.4958164209923224,0.1454025721291271,0.22816297131535854,0.706105466175094,0.7748037260442553,0.0,0.0,0.0,5.568213445813619,3.259892541113095,903.2105002141959,0.9032105002141959,0.2793578339042142,0.13562575005926192,2.0597698724773745,-1502.8331943712915,-1485.6748626235326,17.158331747758893,25.12028022626032,0.02512028022626032,0.29439165209886603,0.07107748486615875,0.24143852028211957,0.28440694142008566,0.002682847606259966,0.06759801962413453,0.06795161655632075,1.0052308770900733
strong_heterogeneous,18,160,oracle,map,optimized,0.8,0.5,1.3764742612513015,1.0483664151650924,1.9495934169972315,-1562.242406438026,-1548.9219572914978,1,0,-0.0,-1.685305156034734,-1562.242406438026,-1550.6072624475325,0.02,0.509849772068608,0.13993753865995803,0.2395028103038974,0.7107202897818334,0.7711458747915091,0.0,0.0,0.0,6.916869357727646,3.361514150346295,898.6979774201752,0.8986979774201752,0.33410570793785155,0.14350720797665417,2.3281458307808767,-1554.8409511099278,-1548.9219572914978,5.9189938184299535,7.6714608171133705,0.007671460817113371,0.24806431602078635,0.03069048068938765,0.12371985290627599,0.1089991649459814,-0.001847084191855329,0.06617918850073891,0.06629681583994348,1.0017774067931229
